"pnro","nimi","kunta","maakunta","hinta2016keski","hinta2016min","hinta2016max","trendi2016keski","trendi2016min","trendi2016max"
"35550","Salokunta","Juupajoki","Pirkanmaa",820,730,900,-4.5,-6,-2.9
"38360","Kiikoinen","Sastamala","Pirkanmaa",810,730,890,-2.7,-4.2,-1
"31700","Urjala Asemanseutu-Hanhisuo","Urjala","Pirkanmaa",810,720,900,-5.3,-6.8,-3.8
"31950","Sadonmaa","Punkalaidun","Pirkanmaa",820,720,910,-5,-6.5,-3.5
"35240","Ristakallio","Orivesi","Pirkanmaa",810,710,900,-4.6,-6.1,-3
"35260","Leväslahti","Orivesi","Pirkanmaa",810,710,900,-4.6,-6.1,-3
"35540","Juupajoki","Juupajoki","Pirkanmaa",800,710,880,-4.6,-6.2,-3
"31930","Vanttila","Punkalaidun","Pirkanmaa",800,700,890,-5.2,-6.7,-3.6
"35520","Pirttikangas","Juupajoki","Pirkanmaa",790,700,870,-4.7,-6.3,-3
"35270","Västilä","Orivesi","Pirkanmaa",790,690,880,-4.8,-6.3,-3.1
"35530","Lyly","Juupajoki","Pirkanmaa",780,690,870,-4.7,-6.4,-3.1
"38510","Suodenniemi","Sastamala","Pirkanmaa",740,690,790,-3.1,-4.7,-1.4
"42840","Kolkki","Mänttä-Vilppula","Pirkanmaa",740,680,800,-6.9,-8,-5.9
"42870","Kotala","Virrat","Pirkanmaa",750,680,810,-6.8,-7.9,-5.8
"35480","Längelmäki","Orivesi","Pirkanmaa",770,670,870,-4.8,-6.3,-3.1
"42850","Pohjaslahti","Mänttä-Vilppula","Pirkanmaa",730,670,790,-7,-8.1,-5.9
"42830","Ylä-Kolkki","Mänttä-Vilppula","Pirkanmaa",720,660,780,-7,-8.2,-6
"35420","Talviainen","Orivesi","Pirkanmaa",750,650,850,-4.9,-6.5,-3.2
"35750","Väärinmaja","Ruovesi","Pirkanmaa",730,650,820,-5.5,-7.1,-3.8
"35800","Mänttä","Mänttä-Vilppula","Pirkanmaa",680,650,710,-6,-7.5,-4.7
"35740","Ylä-Vääri","Ruovesi","Pirkanmaa",710,620,800,-5.6,-7.2,-3.9
"39820","Kihniö Keskus","Kihniö","Pirkanmaa",700,610,770,-3.5,-5.2,-1.7
"35990","Kolho","Mänttä-Vilppula","Pirkanmaa",610,530,680,-5.3,-7.2,-3.4
"65100","Vaasa Keskus","Vaasa","Pohjanmaa",2470,2400,2540,1.9,1,3
"65200","Palosaari","Vaasa","Pohjanmaa",2000,1940,2060,0.8,-0.2,1.8
"65300","Asevelikylä","Vaasa","Pohjanmaa",1980,1900,2070,0.2,-0.9,1.4
"65610","Mustasaari Keskus","Mustasaari","Pohjanmaa",1940,1870,2010,2,0.8,3.1
"65280","Gerby","Vaasa","Pohjanmaa",1920,1850,1980,-0.8,-1.9,0.1
"65630","Karperö","Mustasaari","Pohjanmaa",1920,1800,2030,0.3,-1,1.7
"68580","Furuholmen","Luoto","Pohjanmaa",1790,1680,1910,-0.7,-2.5,0.8
"65450","Sulva","Mustasaari","Pohjanmaa",1760,1600,1920,-1.2,-2.8,0.3
"65170","Vaskiluoto","Vaasa","Pohjanmaa",1760,1580,1900,-0.5,-1.5,0.5
"65230","Vetokannas","Vaasa","Pohjanmaa",1630,1570,1690,0,-1,1.1
"65520","Helsingby","Mustasaari","Pohjanmaa",1680,1570,1780,-1.5,-3.1,0
"65320","Huutoniemi","Vaasa","Pohjanmaa",1590,1540,1640,-1.6,-2.5,-0.5
"65710","Singsby","Mustasaari","Pohjanmaa",1600,1510,1690,-1.2,-2,-0.3
"65410","Sundom","Vaasa","Pohjanmaa",1560,1410,1690,-1.7,-2.9,-0.4
"65350","Suvilahti","Vaasa","Pohjanmaa",1450,1400,1510,-0.9,-2,0.2
"65480","Vikby","Mustasaari","Pohjanmaa",1550,1400,1680,-1.7,-2.9,-0.5
"65460","Tölby-Rimal","Mustasaari","Pohjanmaa",1530,1380,1650,-1.9,-3.1,-0.6
"66100","Maalahti","Maalahti","Pohjanmaa",1470,1370,1570,1.1,-0.6,2.9
"66400","Laihia Keskus","Laihia","Pohjanmaa",1430,1370,1490,1.3,0,2.6
"65130","Hietalahti","Vaasa","Pohjanmaa",1520,1360,1670,-1.6,-2.8,-0.6
"65650","Koskö","Mustasaari","Pohjanmaa",1490,1350,1630,-1.4,-2.5,-0.2
"65730","Jungsund","Mustasaari","Pohjanmaa",1440,1350,1530,-2.1,-3,-1.1
"65800","Raippaluoto","Mustasaari","Pohjanmaa",1430,1350,1520,-2.1,-3.1,-1.1
"65380","Vanha Vaasa","Vaasa","Pohjanmaa",1350,1280,1410,-3.2,-4.4,-2
"65760","Iskmo","Mustasaari","Pohjanmaa",1360,1280,1450,-2.5,-3.5,-1.5
"65920","Norra Vallgrund-Söderudden","Mustasaari","Pohjanmaa",1360,1280,1450,-2.5,-3.5,-1.5
"65930","Södra Vallgrund","Mustasaari","Pohjanmaa",1350,1270,1440,-2.6,-3.5,-1.5
"65870","Björköby","Mustasaari","Pohjanmaa",1310,1230,1400,-2.8,-3.8,-1.8
"68600","Pietarsaari Keskus","Pietarsaari","Pohjanmaa",1270,1220,1310,-1.6,-2.6,-0.5
"65470","Rimal","Mustasaari","Pohjanmaa",1340,1200,1470,-3,-4.3,-1.6
"65970","Söderudden","Mustasaari","Pohjanmaa",1290,1200,1380,-2.9,-4,-1.9
"66900","Uusikaarlepyy Keskus","Uusikaarlepyy","Pohjanmaa",1270,1200,1340,-0.5,-2.2,1.1
"68630","Kyrkostrand","Pietarsaari","Pohjanmaa",1240,1180,1290,-2,-3.3,-0.8
"65370","Ristinummi","Vaasa","Pohjanmaa",1140,1100,1180,-2.4,-3.4,-1.5
"66830","Oravaisten Tehdas","Vöyri","Pohjanmaa",1180,1090,1270,-0.3,-1.6,1
"68620","Skutnäs-Västermalm","Pietarsaari","Pohjanmaa",1140,1090,1180,-2.3,-3.4,-1.3
"64230","Närpiön Asemanseutu","Närpiö","Pohjanmaa",1230,1080,1350,-0.7,-2.6,1.1
"66200","Korsnäs Keskus","Korsnäs","Pohjanmaa",1200,1080,1320,-0.3,-2,1.5
"66430","Vedenoja","Laihia","Pohjanmaa",1210,1080,1320,-0.1,-1.3,1.3
"66510","Merikaarto","Vaasa","Pohjanmaa",1190,1080,1300,0,-1.4,1.6
"66910","Soklot","Uusikaarlepyy","Pohjanmaa",1190,1080,1320,-0.5,-2.1,1
"66530","Koivulahti","Mustasaari","Pohjanmaa",1170,1070,1260,0,-1.9,1.6
"66800","Oravainen Keskus","Vöyri","Pohjanmaa",1160,1070,1250,-0.4,-1.8,0.9
"64200","Närpiö Keskus","Närpiö","Pohjanmaa",1120,1060,1190,-1,-2.8,0.6
"68555","Bosund","Luoto","Pohjanmaa",1150,1050,1240,-2.5,-3.9,-1.1
"66600","Vöyri Keskus","Vöyri","Pohjanmaa",1130,1040,1220,-0.6,-2,0.7
"66140","Övermalax","Maalahti","Pohjanmaa",1180,1030,1310,-0.3,-2.4,1.7
"66210","Moikipää","Korsnäs","Pohjanmaa",1150,1020,1270,-0.6,-2.2,1.1
"66220","Bergö","Maalahti","Pohjanmaa",1150,1020,1270,-0.6,-2.2,1.1
"66440","Tervajoki","Isokyrö","Pohjanmaa",1140,1020,1270,-0.2,-1.8,1.4
"66710","Kaitsor","Vöyri","Pohjanmaa",1100,1020,1180,-0.8,-2.1,0.6
"66950","Munsala","Uusikaarlepyy","Pohjanmaa",1140,1020,1260,-0.8,-2.4,0.7
"66970","Hirvlax","Uusikaarlepyy","Pohjanmaa",1140,1020,1260,-0.9,-2.4,0.7
"66290","Harrström","Korsnäs","Pohjanmaa",1140,1010,1260,-0.6,-2.2,1.1
"66550","Västerhankmo","Mustasaari","Pohjanmaa",1120,1010,1220,-0.4,-1.9,1.1
"66640","Maksamaa","Vöyri","Pohjanmaa",1090,1010,1170,-0.8,-2.2,0.5
"66840","Pensala","Uusikaarlepyy","Pohjanmaa",1090,1010,1170,-0.8,-2.2,0.5
"66980","Monå","Uusikaarlepyy","Pohjanmaa",1130,1010,1250,-0.9,-2.4,0.7
"66240","Petolahti","Maalahti","Pohjanmaa",1130,1000,1240,-0.7,-2.3,1
"66850","Jepua","Uusikaarlepyy","Pohjanmaa",1080,1000,1160,-0.9,-2.2,0.5
"66930","Kovjoki","Uusikaarlepyy","Pohjanmaa",1120,1000,1240,-1,-2.5,0.6
"68560","Eugmo","Luoto","Pohjanmaa",1100,1000,1190,-2.8,-4.2,-1.3
"66160","Långåminne","Maalahti","Pohjanmaa",1100,990,1220,-0.7,-2.4,0.8
"66460","Haapala","Laihia","Pohjanmaa",1110,990,1220,-0.6,-2,0.8
"66520","Veikkaala","Mustasaari","Pohjanmaa",1090,990,1190,-0.5,-2,1
"66540","Petsmo","Mustasaari","Pohjanmaa",1090,990,1200,-0.5,-2,1
"66660","Bertby","Vöyri","Pohjanmaa",1070,990,1150,-1,-2.3,0.4
"66810","Kimo","Vöyri","Pohjanmaa",1070,990,1150,-1,-2.3,0.4
"68810","Ytteresse","Pedersören kunta","Pohjanmaa",1070,990,1140,-2.9,-4.1,-1.8
"66420","Ruto","Laihia","Pohjanmaa",1100,980,1200,-0.7,-2.1,0.7
"66450","Jakkula","Laihia","Pohjanmaa",1090,980,1200,-0.7,-2.1,0.7
"66580","Kuni","Mustasaari","Pohjanmaa",1080,980,1180,-0.6,-2.1,0.9
"68530","Lepplax","Pedersören kunta","Pohjanmaa",1080,980,1170,-2.9,-4.3,-1.4
"68870","Edsevö","Pedersören kunta","Pohjanmaa",1060,980,1140,-2.9,-4.1,-1.8
"66280","Taklax","Korsnäs","Pohjanmaa",1100,970,1220,-0.8,-2.5,0.8
"66295","Töjby","Närpiö","Pohjanmaa",1100,970,1220,-0.8,-2.4,0.8
"66590","Vassor","Mustasaari","Pohjanmaa",1080,970,1180,-0.6,-2.1,0.9
"68800","Kolppi","Pedersören kunta","Pohjanmaa",1050,970,1130,-3,-4.1,-1.8
"66270","Pirttikylä-Sorvari","Närpiö","Pohjanmaa",1090,960,1210,-0.9,-2.5,0.8
"66500","Vähäkyrö Keskus","Vaasa","Pohjanmaa",1040,960,1120,-0.4,-2.3,1.4
"66560","Österhankmo","Mustasaari","Pohjanmaa",1060,960,1160,-0.7,-2.2,0.8
"66680","Kaurajärvi","Vöyri","Pohjanmaa",1040,960,1110,-1.2,-2.5,0.2
"68570","Luoto","Luoto","Pohjanmaa",1060,960,1150,-2.9,-4.4,-1.5
"68910","Pännäinen","Pedersören kunta","Pohjanmaa",1040,960,1110,-3.1,-4.2,-1.9
"66230","Korsbäck","Korsnäs","Pohjanmaa",1080,950,1200,-1,-2.6,0.7
"66730","Oxkangar","Vöyri","Pohjanmaa",1030,950,1100,-1.2,-2.6,0.2
"66820","Komossa","Vöyri","Pohjanmaa",1030,950,1100,-1.2,-2.5,0.2
"66999","Kaukaluoto","Mustasaari","Pohjanmaa",1050,930,1170,-1.4,-2.9,0.2
"66260","Svarvar","Maalahti","Pohjanmaa",1040,910,1150,-1.2,-2.9,0.4
"68820","Ähtävä","Pedersören kunta","Pohjanmaa",980,910,1060,-3.4,-4.6,-2.2
"66470","Jukaja-Jokisalo","Laihia","Pohjanmaa",1000,890,1120,-1.3,-2.8,0.1
"68920","Forsby","Pedersören kunta","Pohjanmaa",960,890,1040,-3.5,-4.8,-2.3
"68930","Purmo","Pedersören kunta","Pohjanmaa",960,890,1040,-3.5,-4.8,-2.3
"68410","Alaveteli","Kruunupyy","Pohjanmaa",960,880,1030,-3.5,-4.8,-2.3
"68500","Kruunupyy Keskus","Kruunupyy","Pohjanmaa",1010,880,1140,-3.2,-4.9,-1.4
"61550","Orismala","Isokyrö","Pohjanmaa",980,870,1070,-2.5,-3.8,-1.1
"68690","Sundby","Pedersören kunta","Pohjanmaa",960,870,1050,-3.3,-4.4,-2.2
"64300","Lapväärtti","Kristiinankaupunki","Pohjanmaa",960,860,1050,-1.6,-3.1,-0.1
"68750","Småbönders","Kruunupyy","Pohjanmaa",960,860,1060,-3.6,-5.1,-2.1
"68830","Bäckby","Pedersören kunta","Pohjanmaa",930,860,1010,-3.7,-5,-2.4
"68940","Lillby","Pedersören kunta","Pohjanmaa",940,860,1010,-3.7,-5,-2.4
"68700","Teerijärvi","Kruunupyy","Pohjanmaa",920,850,990,-3.8,-5.4,-2.1
"62395","Petterinmäki","Vöyri","Pohjanmaa",930,840,1030,-1.7,-3,-0.3
"64210","Kalax","Närpiö","Pohjanmaa",930,840,1020,-1.8,-3.4,-0.3
"64220","Yttermark","Närpiö","Pohjanmaa",930,840,1020,-1.8,-3.4,-0.3
"64510","Nämpnäs","Närpiö","Pohjanmaa",920,840,1000,-1.8,-3.2,-0.6
"68840","Nederlappfors","Pedersören kunta","Pohjanmaa",920,840,990,-3.8,-5.1,-2.5
"64460","Härkmeri","Kristiinankaupunki","Pohjanmaa",910,830,980,-1.9,-3.3,-0.6
"64480","Skaftung","Kristiinankaupunki","Pohjanmaa",910,830,980,-1.9,-3.3,-0.6
"64550","Rangsby","Närpiö","Pohjanmaa",900,830,980,-1.9,-3.3,-0.6
"64610","Övermark","Närpiö","Pohjanmaa",900,830,980,-1.9,-3.3,-0.6
"64240","Böle","Närpiö","Pohjanmaa",910,820,1010,-1.9,-3.5,-0.4
"64250","Pjelax","Närpiö","Pohjanmaa",920,820,1010,-1.9,-3.5,-0.4
"64530","Norrnäs","Närpiö","Pohjanmaa",890,820,970,-2,-3.4,-0.7
"64260","Kaskinen","Kaskinen","Pohjanmaa",890,810,960,-0.8,-2.4,0.9
"64320","Dagsmark","Kristiinankaupunki","Pohjanmaa",910,810,1000,-1.9,-3.4,-0.4
"68970","Överpurmo","Pedersören kunta","Pohjanmaa",890,810,960,-4,-5.3,-2.7
"64100","Kristiinankaupunki Keskus","Kristiinankaupunki","Pohjanmaa",840,800,890,-1.9,-3.3,-0.3
"61520","Lehmäjoki","Isokyrö","Pohjanmaa",900,790,990,-3.1,-4.3,-1.7
"64140","Tiukka","Kristiinankaupunki","Pohjanmaa",880,780,980,-1.8,-3.4,-0.2
"64440","Metsälä-Kallträsk","Kristiinankaupunki","Pohjanmaa",850,780,920,-2.3,-3.8,-0.9
"64450","Kallträsk","Kristiinankaupunki","Pohjanmaa",860,780,930,-2.2,-3.7,-0.8
"64490","Siipyy","Kristiinankaupunki","Pohjanmaa",850,770,920,-2.3,-3.8,-0.9
"61500","Isokyrö Keskus","Isokyrö","Pohjanmaa",810,760,850,-3,-4.4,-1.7
"68660","Östermalm-Björnholmen","Pietarsaari","Pohjanmaa",780,740,820,-3.9,-5.2,-2.6
"61560","Orisberg","Isokyrö","Pohjanmaa",830,710,930,-3.6,-4.9,-2.2
"80110","Joensuu Keskus Eteläinen","Joensuu","Pohjois-Karjala",2560,2480,2630,2.1,1.2,3
"80100","Joensuu Keskus, Pohjoinen","Joensuu","Pohjois-Karjala",2520,2430,2600,2.2,1.2,3.2
"80200","Niinivaara","Joensuu","Pohjois-Karjala",2450,2370,2530,2.3,1.2,3.3
"80220","Penttilä","Joensuu","Pohjois-Karjala",2420,2320,2510,3.3,2.2,4.4
"80710","Lehmo","Kontiolahti","Pohjois-Karjala",2080,2010,2160,0.6,-0.5,1.7
"80140","Noljakka","Joensuu","Pohjois-Karjala",2060,2000,2120,0.7,-0.2,1.7
"80330","Reijola","Joensuu","Pohjois-Karjala",2000,1910,2100,2.4,1,3.6
"80230","Hukanhauta","Joensuu","Pohjois-Karjala",1960,1880,2040,1.8,0.6,2.9
"80780","Kontioniemi","Kontiolahti","Pohjois-Karjala",2130,1860,2420,0.4,-1.1,2.1
"80170","Utra","Joensuu","Pohjois-Karjala",1910,1830,1980,1.5,0.5,2.5
"80260","Kettuvaara","Joensuu","Pohjois-Karjala",1750,1690,1820,0.4,-0.6,1.4
"80400","Ylämylly","Liperi","Pohjois-Karjala",1710,1640,1780,0.7,-0.5,1.9
"80160","Rantakylä-Latola","Joensuu","Pohjois-Karjala",1700,1630,1770,1.1,-0.1,2.1
"80130","Kanervala","Joensuu","Pohjois-Karjala",1700,1610,1780,0.5,-0.6,1.6
"81100","Kontiolahti","Kontiolahti","Pohjois-Karjala",1560,1480,1640,-1.5,-3,-0.1
"80770","Kontiolahti as","Kontiolahti","Pohjois-Karjala",1560,1410,1700,-0.4,-1.5,0.7
"80850","Paihola","Kontiolahti","Pohjois-Karjala",1500,1400,1590,-0.6,-1.4,0.3
"80910","Kulho","Kontiolahti","Pohjois-Karjala",1460,1360,1550,-0.8,-1.7,0.1
"80510","Onttola-Kunnasniemi","Kontiolahti","Pohjois-Karjala",1340,1190,1480,-1.1,-2.7,0.6
"75530","Porokylä","Nurmes","Pohjois-Karjala",1090,1030,1140,1.8,0.4,3.3
"83100","Liperi Keskus","Liperi","Pohjois-Karjala",960,910,1010,-3.3,-4.7,-1.7
"81120","Katajaranta","Kontiolahti","Pohjois-Karjala",1010,890,1130,-3.2,-4.5,-1.8
"82500","Kitee Keskus","Kitee","Pohjois-Karjala",920,880,950,-4.1,-5.3,-2.8
"82200","Hammaslahti","Joensuu","Pohjois-Karjala",900,860,940,-3.5,-4.9,-2.3
"81200","Eno Keskus","Joensuu","Pohjois-Karjala",900,850,950,-4.1,-5.7,-2.4
"83130","Salokylä","Liperi","Pohjois-Karjala",950,840,1050,-3,-4.4,-1.5
"81700","Lieksa Keskus","Lieksa","Pohjois-Karjala",870,830,900,-3,-4.2,-1.7
"83320","Risti-Juojärvi","Liperi","Pohjois-Karjala",890,820,960,-3.3,-4.6,-2.2
"83700","Polvijärvi Keskus","Polvijärvi","Pohjois-Karjala",870,820,920,-3.7,-5.4,-1.9
"81210","Louhioja","Joensuu","Pohjois-Karjala",910,810,1000,-3.5,-5,-2
"83500","Outokumpu Keskus","Outokumpu","Pohjois-Karjala",840,810,880,-2.9,-4.3,-1.5
"83630","Kuusjärvi","Outokumpu","Pohjois-Karjala",880,810,950,-3.4,-4.7,-2.3
"75500","Nurmes Keskus","Nurmes","Pohjois-Karjala",840,800,880,-0.3,-1.7,1.2
"83140","Puromäki","Liperi","Pohjois-Karjala",910,800,1000,-3.3,-4.7,-1.8
"83340","Kaarnalampi","Liperi","Pohjois-Karjala",870,800,940,-3.5,-4.7,-2.3
"83915","Vihtasuo","Juuka","Pohjois-Karjala",900,800,990,-3,-4.5,-1.5
"81160","Romppala-Riihikangas","Kontiolahti","Pohjois-Karjala",920,790,1030,-3.9,-5.3,-2.3
"83985","Tuopanjoki","Juuka","Pohjois-Karjala",890,790,990,-3,-4.5,-1.6
"81810","Jamali","Lieksa","Pohjois-Karjala",860,780,930,-3.8,-4.9,-2.6
"83460","Harinjärvi","Liperi","Pohjois-Karjala",880,780,960,-3.5,-5,-1.9
"83900","Juuka Keskus","Juuka","Pohjois-Karjala",830,780,870,-3.1,-4.4,-1.5
"82210","Suhmura","Joensuu","Pohjois-Karjala",850,770,930,-3.4,-4.9,-2.1
"82220","Niittylahti","Joensuu","Pohjois-Karjala",850,770,930,-3.4,-4.9,-2.1
"83150","Roukalahti","Liperi","Pohjois-Karjala",880,770,970,-3.5,-4.9,-2
"83720","Kuorevaara","Polvijärvi","Pohjois-Karjala",870,770,960,-3.6,-5.1,-2
"83750","Sotkuma","Polvijärvi","Pohjois-Karjala",860,770,960,-3.6,-5.1,-2
"83760","Sola","Polvijärvi","Pohjois-Karjala",860,770,960,-3.6,-5.1,-2
"83430","Käsämä","Liperi","Pohjois-Karjala",860,760,940,-3.6,-5.1,-2
"83450","Vaivio","Liperi","Pohjois-Karjala",850,760,930,-3.6,-5.2,-2.1
"83660","Varislahti","Outokumpu","Pohjois-Karjala",820,760,880,-3.8,-5.1,-2.7
"83825","Kinahmo","Polvijärvi","Pohjois-Karjala",820,760,880,-3.8,-5.1,-2.7
"83835","Ruvaslahti","Polvijärvi","Pohjois-Karjala",830,760,890,-3.8,-5,-2.6
"59800","Kesälahti Keskus","Kitee","Pohjois-Karjala",840,750,920,-1.9,-4.3,0.3
"59820","Purujärvi-Rajavaara","Kitee","Pohjois-Karjala",860,750,970,-2.2,-4.3,-0.1
"75970","Kohtavaara","Nurmes","Pohjois-Karjala",850,750,950,-1,-2.4,0.4
"81560","Vuonisjärvi","Lieksa","Pohjois-Karjala",830,750,900,-4,-5.1,-2.8
"83780","Horsmanaho","Polvijärvi","Pohjois-Karjala",850,750,940,-3.7,-5.2,-2.2
"59810","Suurikylä","Kitee","Pohjois-Karjala",850,740,960,-2.3,-4.4,-0.2
"81220","Jakokoski","Kontiolahti","Pohjois-Karjala",820,740,900,-4,-5.4,-2.6
"83330","Kaatamo","Liperi","Pohjois-Karjala",810,740,870,-3.9,-5.2,-2.8
"83400","Viinijärvi","Liperi","Pohjois-Karjala",790,740,830,-4.1,-5.7,-2.7
"83480","Ahonkylä","Liperi","Pohjois-Karjala",830,740,910,-3.8,-5.4,-2.2
"83840","Saarivaara","Polvijärvi","Pohjois-Karjala",800,740,870,-3.9,-5.2,-2.8
"75650","Savikylä","Nurmes","Pohjois-Karjala",820,730,920,-1.1,-2.5,0.2
"81590","Vuonislahti","Lieksa","Pohjois-Karjala",800,730,870,-4.2,-5.4,-3
"81850","Mätäsvaara","Lieksa","Pohjois-Karjala",810,730,880,-4.2,-5.3,-2.9
"83830","Hukkala","Polvijärvi","Pohjois-Karjala",790,730,860,-4,-5.3,-2.8
"83855","Martonvaara-Sammakkovaara","Polvijärvi","Pohjois-Karjala",800,730,860,-4,-5.2,-2.8
"83950","Ahmovaara","Juuka","Pohjois-Karjala",820,730,910,-3.5,-5.1,-2.1
"75840","Ylä-Valtimo","Valtimo","Pohjois-Karjala",820,720,910,-1.2,-2.6,0.1
"80790","Kontioranta-Kontioniemi","Kontiolahti","Pohjois-Karjala",840,720,930,-3.3,-4.9,-1.8
"81290","Ukkola","Joensuu","Pohjois-Karjala",800,720,870,-4.2,-5.5,-2.7
"81320","Kuismavaara","Joensuu","Pohjois-Karjala",790,720,860,-4.3,-5.4,-3
"81390","Revonkylä","Joensuu","Pohjois-Karjala",790,720,860,-4.3,-5.4,-3
"81820","Kylänlahti","Lieksa","Pohjois-Karjala",800,720,870,-4.3,-5.4,-3
"81950","Pankajärvi","Lieksa","Pohjois-Karjala",790,720,860,-4.3,-5.4,-3
"82510","Kiteenlahti","Kitee","Pohjois-Karjala",810,720,900,-3.9,-5.3,-2.6
"82900","Ilomantsi Keskus","Ilomantsi","Pohjois-Karjala",760,720,800,-2.6,-4,-1.3
"83870","Polvela-Timovaara","Juuka","Pohjois-Karjala",780,720,840,-4.1,-5.4,-2.9
"83940","Nunnanlahti","Juuka","Pohjois-Karjala",810,720,900,-3.6,-5.2,-2.1
"81270","Paukkaja","Joensuu","Pohjois-Karjala",790,710,860,-4.2,-5.5,-2.8
"81330","Luhtapohja","Joensuu","Pohjois-Karjala",790,710,860,-4.3,-5.5,-3.1
"81360","Sarvinki","Joensuu","Pohjois-Karjala",790,710,860,-4.3,-5.5,-3.1
"81570","Kelvä","Lieksa","Pohjois-Karjala",780,710,850,-4.4,-5.6,-3.1
"83160","Tutjunniemi","Liperi","Pohjois-Karjala",810,710,900,-4,-5.4,-2.5
"83550","Kokonvaara","Outokumpu","Pohjois-Karjala",790,710,880,-3.9,-5.2,-2.5
"75940","Mujejärvi","Nurmes","Pohjois-Karjala",790,700,880,-1.4,-2.8,-0.1
"81350","Tokrajärvi","Ilomantsi","Pohjois-Karjala",770,700,840,-4.4,-5.6,-3.1
"81660","Lehmikylä","Lieksa","Pohjois-Karjala",770,700,840,-4.5,-5.7,-3.2
"81860","Viekijärvi","Lieksa","Pohjois-Karjala",770,700,840,-4.4,-5.6,-3.1
"82300","Rääkkylä Keskus","Rääkkylä","Pohjois-Karjala",760,700,820,-3.9,-5.1,-2.8
"82580","Juurikka","Kitee","Pohjois-Karjala",790,700,870,-4,-5.5,-2.7
"82730","Tuupovaara Keskus-Pirttiaho","Joensuu","Pohjois-Karjala",760,700,820,-4,-5.2,-2.8
"83880","Kajoo","Juuka","Pohjois-Karjala",770,700,830,-4.2,-5.4,-3
"75710","Karhunpää","Valtimo","Pohjois-Karjala",780,690,870,-1.3,-3,0.3
"75990","Höljäkkä","Nurmes","Pohjois-Karjala",780,690,870,-1.5,-2.9,-0.1
"81420","Tyrjänsaari","Ilomantsi","Pohjois-Karjala",760,690,830,-4.5,-5.7,-3.2
"81450","Huhus-Käenkoski","Ilomantsi","Pohjois-Karjala",770,690,840,-4.5,-5.7,-3.2
"82350","Tikkala","Tohmajärvi","Pohjois-Karjala",750,690,810,-4,-5.3,-2.9
"83960","Koli","Lieksa","Pohjois-Karjala",780,690,880,-3.8,-5.4,-2.3
"81230","Mönni","Kontiolahti","Pohjois-Karjala",760,680,840,-4.4,-5.7,-3
"81235","Lehtoi","Kontiolahti","Pohjois-Karjala",760,680,830,-4.4,-5.8,-3
"82110","Heinävaara","Joensuu","Pohjois-Karjala",760,680,840,-3.9,-5.3,-2.3
"82290","Nieminen","Rääkkylä","Pohjois-Karjala",760,680,830,-4.1,-5.5,-2.7
"82395","Haarajärvi","Kitee","Pohjois-Karjala",740,680,800,-4.1,-5.3,-2.9
"82675","Niirala-Jänisjoki","Tohmajärvi","Pohjois-Karjala",760,680,840,-4.2,-5.6,-2.7
"82335","Rasivaara","Rääkkylä","Pohjois-Karjala",730,670,800,-4.1,-5.4,-2.9
"82360","Onkamo","Tohmajärvi","Pohjois-Karjala",730,670,790,-4.2,-5.4,-2.9
"82380","Tolosenmäki","Kitee","Pohjois-Karjala",730,670,790,-4.2,-5.4,-2.9
"82710","Kovero","Joensuu","Pohjois-Karjala",730,670,800,-4.1,-5.4,-2.9
"75890","Saramo-Petäiskylä-Mujejärvi","Nurmes","Pohjois-Karjala",750,660,830,-1.7,-3.2,-0.3
"81750","Pankakoski","Lieksa","Pohjois-Karjala",730,660,810,-4.2,-5.4,-3
"82590","Närsäkkälä","Kitee","Pohjois-Karjala",760,660,850,-4.3,-5.7,-2.8
"82660","Uusi-Värtsilä","Tohmajärvi","Pohjois-Karjala",740,660,820,-4.3,-5.7,-2.8
"82815","Marjovaara","Joensuu","Pohjois-Karjala",720,660,780,-4.2,-5.5,-3
"82820","Maukkula","Ilomantsi","Pohjois-Karjala",720,660,780,-4.2,-5.5,-3
"82850","Kinnasniemi","Joensuu","Pohjois-Karjala",720,660,780,-4.2,-5.5,-3
"83910","Paalasmaa","Juuka","Pohjois-Karjala",750,660,850,-4,-5.6,-2.6
"81430","Kivilahti","Ilomantsi","Pohjois-Karjala",720,650,800,-4.8,-6.1,-3.5
"81970","Jongunjoki-Pankajärvi","Lieksa","Pohjois-Karjala",720,650,790,-4.8,-6.1,-3.6
"82655","Värtsilä Keskus","Tohmajärvi","Pohjois-Karjala",730,650,800,-4.4,-5.9,-2.9
"82830","Haukivaara","Ilomantsi","Pohjois-Karjala",710,650,770,-4.3,-5.5,-3
"81260","Ahveninen","Joensuu","Pohjois-Karjala",720,640,800,-4.7,-6,-3.2
"81295","Haapalahti","Joensuu","Pohjois-Karjala",720,640,790,-4.7,-6,-3.2
"82310","Oravisalo-Varpasalo","Rääkkylä","Pohjois-Karjala",700,640,760,-4.3,-5.6,-3.1
"82600","Tohmajärvi Keskus","Tohmajärvi","Pohjois-Karjala",680,640,720,-4.8,-6.5,-3.1
"82750","Öllölä","Joensuu","Pohjois-Karjala",690,640,750,-4.4,-5.6,-3.1
"82760","Hoilola","Joensuu","Pohjois-Karjala",700,640,760,-4.4,-5.6,-3.1
"75700","Valtimo Keskus","Valtimo","Pohjois-Karjala",670,630,710,-2.1,-3.8,-0.4
"75740","Pajukoski","Valtimo","Pohjois-Karjala",710,620,790,-1.8,-3.5,-0.1
